nome_hotel,prezzo_iniziale,prezzo,credito_guadagnato,stanza,città,data,punteggio,stelle,stelle_booking,partner_preferiti,novita,evidenza,numero_recensioni,distanza_centro,genius,offerte,colazione_inclusa,senza_pagamento_anticipato,cancellazione_gratuita,os,username,user_agent_type,TIMESTAMP
Holiday Home Villa Relax,€ 102,€ 96,,Intera casa vacanze – 70m²:,Palermo ,2024-06-15,"8,1
Punteggio di 8,1",,4.0,,False,False, · 48 recensioni," 9,6 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Butera Luxury Home,€ 276,€ 193,,,"La Kalsa, Palermo ",2024-06-15,"8,8
Punteggio di 8,8",,4.0,,False,False, · 5 recensioni," 1,3 km dal centro",True,Offerta Vacanze ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Ballarò Rooftop - Hot Tub - BBQ,€ 204,€ 187,,Intero appartamento – 90m²:,"Albergaria, Palermo ",2024-06-15,"9,3
Punteggio di 9,3",,4.0,,False,False, · 10 recensioni," 1,3 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
La chiave dei sogni,€ 209,€ 163,,Intero appartamento – 100m²:,"Monte di Pietà, Palermo ",2024-06-15,"8,2
Punteggio di 8,2",,4.0,,False,False, · 19 recensioni, 450 m dal centro,True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Sol&Luna 1909 Tourist Location in Old Town,€ 179,€ 153,,Intero appartamento – 70m²:,"Albergaria, Palermo ",2024-06-15,"9,0
Punteggio di 9,0",,4.0,,False,False, · 7 recensioni," 1,2 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Lincoln Apartment,€ 92,€ 83,,Intero appartamento – 75m²:,Palermo ,2024-06-15,"9,1
Punteggio di 9,1",,4.0,,False,False, · 60 recensioni," 1,5 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
HouseStation Suite,€ 164,€ 150,,Intera casa vacanze – 60m²:,Palermo ,2024-06-15,"9,4
Punteggio di 9,4",,3.0,,False,False, · 50 recensioni," 1,7 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
La casa di Nana’ locazione turistica,€ 184,€ 161,,Intero appartamento – 125m²:,Palermo ,2024-06-15,"9,0
Punteggio di 9,0",,4.0,preferred,False,False, · 41 recensioni," 6,3 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Cathedral House Design,€ 164,€ 143,,Intero appartamento – 60m²:,"Albergaria, Palermo ",2024-06-15,"8,7
Punteggio di 8,7",,4.0,,False,False, · 23 recensioni," 1,1 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa Bedda,€ 144,€ 123,,Intero appartamento – 50m²:,"Castellammare Vucciria, Palermo ",2024-06-15,"8,0
Punteggio di 8,0",,4.0,,False,False, · 119 recensioni, 350 m dal centro,True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Bella Vita Palermo,€ 99,€ 99,,,"Albergaria, Palermo ",2024-06-15,,,,,False,False,," 1,2 km dal centro",False,,True,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
AUSA suites,€ 180,€ 109,Guadagna € 8 di Credito,,"La Kalsa, Palermo ",2024-06-15,"9,0
Punteggio di 9,0",,4.0,preferred_plus,False,False, · 223 recensioni," 1,3 km dal centro",False,Offerta a tempo limitato ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Harin House Casa vacanze,€ 120,€ 120,,Intera casa vacanze – 60m²:,Palermo ,2024-06-15,"8,9
Punteggio di 8,9",,4.0,,False,False, · 23 recensioni," 8,5 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Junior Suite Mamo,€ 96,€ 96,,Intero appartamento – 32m²:,"Castellammare Vucciria, Palermo ",2024-06-15,"9,2
Punteggio di 9,2",,4.0,,False,False, · 6 recensioni, 250 m dal centro,False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa Doriana,€ 94,€ 85,,Intero appartamento – 25m²:,"Albergaria, Palermo ",2024-06-15,"9,5
Punteggio di 9,5",,,,False,False, · 4 recensioni," 1,1 km dal centro",False,Prezzo solo su mobile ,False,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Villa venere e spa,€ 69,€ 69,,,Palermo ,2024-06-15,"5,0
Punteggio di 5,0",,,,True,False, · 1 recensione, 10 km dal centro,False,,False,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Regina Suite,€ 109,€ 109,,,Palermo ,2024-06-15,"7,5
Punteggio di 7,5",,3.0,preferred,False,False, · 4 recensioni," 2,4 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Aromi di Sicilia Casa Vacanze,€ 148,€ 134,,Intera casa vacanze – 80m²:,Palermo ,2024-06-15,"8,1
Punteggio di 8,1",,4.0,,False,False, · 19 recensioni, 5 km dal centro,True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casablanca,€ 59,€ 59,,,"La Kalsa, Palermo ",2024-06-15,"5,1
Punteggio di 5,1",,,,False,False, · 104 recensioni," 1,3 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Tanto di Cappello Home,€ 139,€ 107,,Intero appartamento – 45m²:,"Castellammare Vucciria, Palermo ",2024-06-15,"8,3
Punteggio di 8,3",,4.0,,False,False, · 155 recensioni, 250 m dal centro,True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Suite Strasburgo,€ 139,€ 125,,Intero appartamento – 75m²:,Palermo ,2024-06-15,"8,9
Punteggio di 8,9",,4.0,,False,False, · 8 recensioni," 5,2 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa marvuglia giachery,€ 218,€ 178,,Intero appartamento – 70m²:,Palermo ,2024-06-15,"9,2
Punteggio di 9,2",,4.0,,False,False, · 36 recensioni," 1,8 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Garden House Mondello Palermo,€ 158,€ 132,,Intera casa vacanze – 70m²:,Palermo ,2024-06-15,"7,4
Punteggio di 7,4",,3.0,,False,False, · 17 recensioni," 8,3 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casta Diva Luxury Apartments,€ 193,€ 174,Guadagna € 12 di Credito,Intero appartamento – 70m²:,"Monte di Pietà, Palermo ",2024-06-15,"9,5
Punteggio di 9,5",,4.0,preferred_plus,False,False, · 312 recensioni, 450 m dal centro,True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Al Civico 8 - B&B - Palermo,€ 73,€ 73,,,Palermo ,2024-06-15,"8,8
Punteggio di 8,8",,,,False,False, · 38 recensioni," 2,1 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Mondello - Addaura - Le Dimore dello Zodiaco - Dimora della Bilancia,€ 278,€ 254,,Intero appartamento – 77m²:,Palermo ,2024-06-15,"7,6
Punteggio di 7,6",,3.0,,False,False, · 14 recensioni," 7,9 km dal centro",True,,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Giardino delle arance Luxury Rooms,€ 88,€ 80,,,Palermo ,2024-06-15,,,4.0,,False,False,," 7,3 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Esmeralda Apartment,€ 174,€ 165,,Intero appartamento – 50m²:,Palermo ,2024-06-15,"7,6
Punteggio di 7,6",,3.0,,False,False, · 13 recensioni," 1,3 km dal centro",True,,False,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Five suite,€ 166,€ 166,,,"Borgo vecchio, Palermo ",2024-06-15,"9,0
Punteggio di 9,0",,4.0,,True,False, · 3 recensioni," 1,1 km dal centro",False,,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Apartment24 by Palermo Inn Group,€ 224,€ 147,,Intero appartamento – 50m²:,Palermo ,2024-06-15,"7,8
Punteggio di 7,8",,3.0,,False,False, · 48 recensioni," 1,9 km dal centro",True,Offerta Vacanze ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Oreto Bridge,€ 216,€ 186,,Intero appartamento – 50m²:,Palermo ,2024-06-15,"8,7
Punteggio di 8,7",,3.0,,False,False, · 23 recensioni," 2,3 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
[A 5 Minuti Dal Teatro Massimo] Dama Home,€ 136,€ 111,,Intero appartamento – 73m²:,"Ruggero Settimo, Palermo ",2024-06-15,"9,7
Punteggio di 9,7",,4.0,,False,False, · 18 recensioni, 450 m dal centro,True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa Azeglio,€ 94,€ 94,,Intera casa vacanze – 33m²:,Palermo ,2024-06-15,"9,0
Punteggio di 9,0",,4.0,,False,False, · 21 recensioni," 2,5 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Palermo Inn Marina Exclusive View,€ 804,€ 544,,Intero appartamento – 60m²:,Palermo ,2024-06-15,"10
Punteggio di 10",,,,True,False, · 9 recensioni," 0,8 km dal centro",True,Prezzo solo su mobile ,False,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa Salinas Centro Storico,€ 134,€ 115,,Intero appartamento – 50m²:,"Castellammare Vucciria, Palermo ",2024-06-15,"7,7
Punteggio di 7,7",,3.0,,False,False, · 60 recensioni, 300 m dal centro,True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
B&B San Lorenzo,€ 92,€ 92,,,Palermo ,2024-06-15,"8,5
Punteggio di 8,5",,,,False,False, · 13 recensioni," 6,4 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Due Cani,€ 93,€ 93,,,"La Kalsa, Palermo ",2024-06-15,"8,3
Punteggio di 8,3",,3.0,,False,False, · 91 recensioni, 1 km dal centro,False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Manere Suites,€ 327,€ 266,,,"La Kalsa, Palermo ",2024-06-15,"9,3
Punteggio di 9,3",,,,True,False, · 3 recensioni," 0,9 km dal centro",True,Prezzo solo su mobile ,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Leo's Home,€ 129,€ 129,,Intero appartamento – 110m²:,Palermo ,2024-06-15,"9,1
Punteggio di 9,1",,4.0,,False,False, · 28 recensioni, 3 km dal centro,False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Palermo Central Apartrooms,€ 90,€ 90,,Intero appartamento:,Palermo ,2024-06-15,"8,9
Punteggio di 8,9",,4.0,,False,False, · 35 recensioni," 1,7 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Cobi Luxury Apartment,€ 234,€ 190,,Intero appartamento – 70m²:,Palermo ,2024-06-15,"8,6
Punteggio di 8,6",,4.0,,False,True, · 29 recensioni," 0,7 km dal centro",True,Prezzo solo su mobile ,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Residenza Paola,€ 139,€ 107,,,Palermo ,2024-06-15,"10
Punteggio di 10",,4.0,,True,False, · 1 recensione, 200 m dal centro,False,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
"Atmospher, centro storico di Palermo",€ 179,€ 156,,Intero appartamento – 100m²:,"Albergaria, Palermo ",2024-06-15,"8,6
Punteggio di 8,6",,4.0,,False,True, · 38 recensioni," 0,9 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Federico 70 Rubino Family,€ 84,€ 76,,,Palermo ,2024-06-15,"9,2
Punteggio di 9,2",,,,False,False, · 55 recensioni," 2,9 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa Sciuti,€ 119,€ 97,Guadagna € 7 di Credito,,Palermo ,2024-06-15,"8,8
Punteggio di 8,8",,3.0,preferred_plus,False,False, · 168 recensioni," 2,9 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa Leila,€ 83,€ 83,,Intero appartamento – 70m²:,Palermo ,2024-06-15,"8,6
Punteggio di 8,6",,4.0,,False,False, · 20 recensioni," 5,2 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
4Rooms,€ 72,€ 72,,,Palermo ,2024-06-15,"8,9
Punteggio di 8,9",,4.0,,True,False, · 17 recensioni," 5,1 km dal centro",False,,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
BnB Convalis,€ 44,€ 44,,,Palermo ,2024-06-15,"4,6
Punteggio di 4,6",,,,False,False, · 112 recensioni," 1,1 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
ApARTment - Near Palermo Cathedral,€ 89,€ 76,,Intero appartamento – 48m²:,Palermo ,2024-06-15,"8,5
Punteggio di 8,5",,3.0,,True,False, · 2 recensioni," 1,7 km dal centro",False,Offerta Vacanze ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
B&B Palermo Pirri,€ 129,€ 129,Guadagna € 9 di Credito,,Palermo ,2024-06-15,"8,9
Punteggio di 8,9",,3.0,preferred_plus,False,False, · 98 recensioni," 1,6 km dal centro",False,,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
"38,VELASQUEZ",€ 157,€ 121,,Intero appartamento – 95m²:,Palermo ,2024-06-15,"9,1
Punteggio di 9,1",,4.0,,False,False, · 76 recensioni, 300 m dal centro,True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Villa Zeus mondello e spa,€ 74,€ 74,,,Palermo ,2024-06-15,"3,7
Punteggio di 3,7",,,,False,False, · 3 recensioni, 10 km dal centro,False,,False,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
215 addaura luxury room,€ 163,€ 142,,Intero appartamento – 45m²:,Palermo ,2024-06-15,"8,1
Punteggio di 8,1",,,,False,False, · 45 recensioni," 7,8 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
La casetta di salvuccio,€ 105,€ 96,,Intero appartamento – 50m²:,Palermo ,2024-06-15,"9,6
Punteggio di 9,6",,3.0,,False,False, · 32 recensioni," 1,9 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Porta di Castro Boutique Hotel & SPA,€ 353,€ 318,,Suite privata – 20m²:,"Albergaria, Palermo ",2024-06-15,"8,9
Punteggio di 8,9",,,preferred_plus,False,False, · 1.466 recensioni," 1,1 km dal centro",False,Prezzo solo su mobile ,True,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
La casetta di gra,€ 94,€ 85,,Intero appartamento – 40m²:,Palermo ,2024-06-15,"10
Punteggio di 10",,3.0,,True,False, · 3 recensioni," 1,5 km dal centro",False,Prezzo solo su mobile ,False,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Terzo Rione,€ 119,€ 119,,,Palermo ,2024-06-15,"10
Punteggio di 10",,3.0,,True,False, · 2 recensioni," 1,6 km dal centro",False,,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa Sperlinga centro città,€ 159,€ 159,,Intero appartamento – 40m²:,"Ruggero Settimo, Palermo ",2024-06-15,"9,1
Punteggio di 9,1",,4.0,,False,False, · 29 recensioni, 50 m dal centro,False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
InCanto,€ 178,€ 178,Guadagna € 12 di Credito,,"Monte di Pietà, Palermo ",2024-06-15,"8,8
Punteggio di 8,8",,4.0,preferred_plus,False,False, · 932 recensioni," 0,7 km dal centro",False,,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Hotel Principe Di Villafranca,€ 232,€ 232,,Suite privata:,Palermo ,2024-06-15,"7,7
Punteggio di 7,7",4.0,,preferred,False,False, · 258 recensioni," 0,9 km dal centro",False,,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
FUDDIA Room & Suite,€ 129,€ 117,,,Palermo ,2024-06-15,"8,9
Punteggio di 8,9",,3.0,,False,False, · 68 recensioni," 2,1 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
A un passo dalla cattedrale,€ 132,€ 119,,Intero appartamento – 55m²:,"Monte di Pietà, Palermo ",2024-06-15,"8,9
Punteggio di 8,9",,4.0,,False,False, · 23 recensioni," 0,6 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Luna Blu Apartment,€ 100,€ 100,,Intero appartamento – 50m²:,Palermo ,2024-06-15,"7,9
Punteggio di 7,9",,3.0,,False,False, · 18 recensioni," 1,7 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Kepos Rooms and Suites,€ 103,€ 103,,,"Ruggero Settimo, Palermo ",2024-06-15,"8,4
Punteggio di 8,4",,4.0,,False,False, · 8 recensioni," 0,6 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Paleemo centro zoe Blu,€ 65,€ 59,,,Palermo ,2024-06-15,"4,1
Punteggio di 4,1",,,,False,False, · 9 recensioni, 400 m dal centro,False,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Miceli Exclusive Suite,€ 211,€ 211,,,Palermo ,2024-06-15,"9,7
Punteggio di 9,7",,4.0,,False,False, · 189 recensioni," 2,6 km dal centro",False,,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
A Casa di Giovi,€ 99,€ 90,,Intero appartamento – 65m²:,Palermo ,2024-06-15,"9,0
Punteggio di 9,0",,4.0,,True,True, · 1 recensione," 6,7 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Appartamento di Giò,€ 109,€ 109,,,Palermo ,2024-06-15,"8,9
Punteggio di 8,9",,3.0,,False,False, · 38 recensioni," 1,6 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Maison Butera,€ 209,€ 189,Guadagna € 13 di Credito,,"La Kalsa, Palermo ",2024-06-15,"8,9
Punteggio di 8,9",,4.0,preferred_plus,False,False, · 94 recensioni," 1,4 km dal centro",True,,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Gaia Apartment,€ 113,€ 113,,Intero appartamento – 55m²:,Palermo ,2024-06-15,"9,1
Punteggio di 9,1",,4.0,,False,False, · 23 recensioni," 2,8 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Small Paradise Palermo,€ 124,€ 124,,,Palermo ,2024-06-15,"8,5
Punteggio di 8,5",,4.0,preferred_plus,False,False, · 277 recensioni, 9 km dal centro,False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
La Casa del Capo,€ 90,€ 90,,,Palermo ,2024-06-15,"8,8
Punteggio di 8,8",,3.0,,False,False, · 13 recensioni, 500 m dal centro,False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Palermo case vacanza,€ 106,€ 106,,Intero appartamento – 100m²:,Palermo ,2024-06-15,"9,0
Punteggio di 9,0",,4.0,,False,False, · 5 recensioni," 1,3 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Hamuri holiday house Ros71,€ 96,€ 77,,Intero appartamento – 45m²:,Palermo ,2024-06-15,,,,,True,False,," 1,2 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Hostelò - Luxury Hostel,€ 213,€ 192,Guadagna € 13 di Credito,,"Ruggero Settimo, Palermo ",2024-06-15,"9,3
Punteggio di 9,3",,,preferred_plus,False,False, · 54 recensioni, 250 m dal centro,True,,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Cuba Holiday House,€ 104,€ 94,,Intero appartamento – 60m²:,Palermo ,2024-06-15,"10
Punteggio di 10",,4.0,,True,False, · 1 recensione," 2,3 km dal centro",False,Offerta Vacanze ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
alloggitifone,€ 82,€ 74,,,Palermo ,2024-06-15,"8,0
Punteggio di 8,0",,4.0,,True,False, · 1 recensione," 9,9 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Capobeb,€ 114,€ 103,,,"Monte di Pietà, Palermo ",2024-06-15,"10
Punteggio di 10",,4.0,,False,False, · 1 recensione," 0,5 km dal centro",False,Prezzo solo su mobile ,False,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Vida Rooms Luxury,€ 164,€ 129,,,Palermo ,2024-06-15,"9,2
Punteggio di 9,2",,,,False,False, · 117 recensioni," 1,1 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa Igiea,€ 103,€ 103,,Intero appartamento – 75m²:,Palermo ,2024-06-15,"9,0
Punteggio di 9,0",,3.0,,False,False, · 66 recensioni," 3,1 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Sicily Luxury Rooms,€ 113,€ 113,,,Palermo ,2024-06-15,"10
Punteggio di 10",,,,False,False, · 10 recensioni," 0,8 km dal centro",False,,False,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Rahal B&B,€ 85,€ 85,,,Palermo ,2024-06-15,"8,7
Punteggio di 8,7",,,,False,False, · 49 recensioni, 2 km dal centro,False,,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa con vasca idromassaggio in centro storico,€ 174,€ 137,,Intera casa vacanze – 50m²:,"La Kalsa, Palermo ",2024-06-15,"9,3
Punteggio di 9,3",,4.0,,False,False, · 9 recensioni," 0,9 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Afea Art & Rooms,€ 445,€ 194,,,"Ruggero Settimo, Palermo ",2024-06-15,"8,9
Punteggio di 8,9",,3.0,preferred_plus,False,False, · 606 recensioni," 0,6 km dal centro",False,Offerta Vacanze ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
PanoramicHouseMondello,€ 116,€ 116,,Intera villa – 180m²:,Palermo ,2024-06-15,"9,0
Punteggio di 9,0",,4.0,,False,False, · 3 recensioni," 10,2 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Mael Superior Room,€ 166,€ 134,,Intera casa vacanze – 30m²:,Palermo ,2024-06-15,"9,6
Punteggio di 9,6",,4.0,,False,False, · 8 recensioni," 0,7 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Federico 70 Zaffiro Luxury,€ 99,€ 90,,,Palermo ,2024-06-15,"8,8
Punteggio di 8,8",,,,False,False, · 26 recensioni," 2,9 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
B&B Hotel Palermo Quattro Canti,€ 159,€ 159,,,Palermo ,2024-06-15,"8,4
Punteggio di 8,4",3.0,,,False,False, · 3.920 recensioni," 0,7 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa Vacanze Alla Zisa,€ 105,€ 98,,Intero appartamento – 55m²:,Palermo ,2024-06-15,"9,4
Punteggio di 9,4",,3.0,,False,False, · 13 recensioni," 1,4 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Artemisia Palace Hotel,€ 187,€ 187,Guadagna € 13 di Credito,,"Ruggero Settimo, Palermo ",2024-06-15,"8,3
Punteggio di 8,3",4.0,,preferred_plus,False,False, · 1.734 recensioni, 500 m dal centro,False,,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
IRIS ROOM,€ 79,€ 79,,,Palermo ,2024-06-15,"9,5
Punteggio di 9,5",,4.0,,False,False, · 15 recensioni," 1,6 km dal centro",False,,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Palermo Central,€ 159,€ 141,Guadagna € 10 di Credito,Intero appartamento – 34m²:,Palermo ,2024-06-15,"8,9
Punteggio di 8,9",,4.0,preferred_plus,False,False, · 189 recensioni," 1,6 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Urban Palartment,€ 204,€ 183,Guadagna € 13 di Credito,Intero appartamento – 70m²:,Palermo ,2024-06-15,"9,3
Punteggio di 9,3",,4.0,preferred_plus,False,False, · 4 recensioni," 2,7 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Palermo Holiday Studio,€ 104,€ 104,,Intera casa vacanze – 65m²:,Palermo ,2024-06-15,"9,3
Punteggio di 9,3",,3.0,,False,False, · 17 recensioni," 1,2 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Palazzo del Bono suites,€ 204,€ 166,,,"Albergaria, Palermo ",2024-06-15,"10
Punteggio di 10",,4.0,,True,True, · 1 recensione, 1 km dal centro,False,Prezzo solo su mobile ,True,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa Vacanze Cappuccini,€ 105,€ 105,,Intero appartamento – 74m²:,Palermo ,2024-06-15,"7,9
Punteggio di 7,9",,4.0,,False,False, · 15 recensioni," 1,2 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
ERASMO HOME LUXURY CENTRO STORICO,€ 157,€ 142,,Intero appartamento – 58m²:,Palermo ,2024-06-15,"10
Punteggio di 10",,4.0,,True,False, · 2 recensioni," 2,1 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Mona House accogliente casa vacanza,€ 81,€ 81,,Intero appartamento – 57m²:,Palermo ,2024-06-15,"9,1
Punteggio di 9,1",,4.0,,True,False, · 7 recensioni," 2,2 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Room and Private Bathroom Between Mondello Beach and Old Town! Free Park!,€ 94,€ 94,,,Palermo ,2024-06-15,"8,9
Punteggio di 8,9",,,,False,False, · 46 recensioni, 3 km dal centro,False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Le Cupole Di Ballarò,€ 141,€ 141,,,"Albergaria, Palermo ",2024-06-15,,,3.0,,True,True,, 1 km dal centro,False,,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Al Cortile del capo,€ 123,€ 114,,Intera casa vacanze – 60m²:,"Monte di Pietà, Palermo ",2024-06-15,"9,3
Punteggio di 9,3",,4.0,,True,False, · 3 recensioni, 300 m dal centro,False,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
aMori 85,€ 224,€ 224,,,Palermo ,2024-06-15,"8,6
Punteggio di 8,6",,4.0,,False,False, · 23 recensioni," 0,6 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Holiday home,€ 67,€ 67,,Intero appartamento – 40m²:,Palermo ,2024-06-15,"8,8
Punteggio di 8,8",,3.0,,False,False, · 33 recensioni," 1,8 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Il terrazzino sul Kemonia,€ 154,€ 154,,Intero appartamento – 80m²:,"Albergaria, Palermo ",2024-06-15,"9,4
Punteggio di 9,4",,4.0,,False,False, · 78 recensioni," 1,1 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
